Name,Url,Category,Link
Microsoft Security Baselines,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft-Security-Baselines,Security
microsoft security blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=microsoft-security-blog,Security
Microsoft Security Copilot Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SecurityCopilotBlog,Copilot
Microsoft Security Experts,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftSecurityExperts,Security
Microsoft Sentinel Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftSentinelBlog,Security
Microsoft SharePoint Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SPBlog,Others
Stream Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=StreamBlog,Productivity
Microsoft Teams (free) Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=TeamsFreeBlog,Productivity
Microsoft Teams Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftTeamsBlog,Productivity
Microsoft Teams Community Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftTeamsCommunityBlog,Productivity
Microsoft Teams Support,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftTeamsSupport,Productivity
Microsoft USB Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftUSBBlog,Others
Microsoft Viva Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=MicrosoftVivaBlog,Collaboration
The Mixed Reality Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=TheMixedRealityBlog,AI
Mixed reality link,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=mixed-reality-link,AI
Modern Work App Consult,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ModernWorkAppConsult,PaaS
Modernization Best Practices Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ModernizationBestPracticesBlog,PaaS
Networking Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=NetworkingBlog,Networking
Non profit Techies,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=NonprofitTechies,Communities
Office End Of Support Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=OfficeEOS,Productivity
Oracle on Azure Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=OracleonAzureBlog,Database
Outlook,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Outlook,Outlook
Partner Marketing as a Service Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=PartnerMarketingasaServiceblog-board,Partners
Partner News,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=PartnerNews,Partners
Planner Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=PlannerBlog,Productivity
Project Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ProjectBlog,Productivity
Project Support,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=ProjectSupport,Productivity
Public Sector Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=PublicSectorBlog,Communities
SAP Applications,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SAPApplications,SAP
SQL Server Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SQLServer,Database
SSIS,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SSIS,Database
SQLServer Support,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SQLServerSupport,Database
Share Point Embedded,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SharePoint_Embedded,Productivity
Share Point Premium Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SharePoint_Premium_Blog,Productivity
Skype for Business Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Skype_for_Business_Blog,Productivity
Small Basic,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SmallBasic,Others
Small and Medium Business Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Microsoft365BusinessBlog,Microsoft 365
Startups at Microsoft Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=StartupsatMicrosoftBlog,Architecture
File CAB,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=FileCAB,Others
Student Developer Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=StudentDeveloperBlog,Development
Surface IT Pro,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SurfaceITPro,Hardware
Sysinternals Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Sysinternals-Blog,SysInternal
System Center Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=SystemCenterBlog,Endpoints
Weekly Roundup Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=WeeklyRoundupBlog,Others
Viva Amplify Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Amplify_Blog,Collaboration
Viva Connections Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Connections_Blog,Collaboration
Viva Engage Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Engage_Blog,Collaboration
Viva Glint Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Glint_Blog,Collaboration
Viva Glint Partnersblog board,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Glint_Partnersblog-board,Collaboration
Viva Insights Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Insights_Blog,Collaboration
Viva Learning Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Viva_Learning_Blog,Collaboration
Viva Pulse Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=VivaPulse-Blog,Collaboration
Windows Admin Center Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Windows-Admin-Center-Blog,Windows
Windows Driver Dev,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=WindowsDriverDev,Windows
Windows Hardware Certification,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=WindowsHardwareCertification,Windows
Windows IT Pro Blog,https://techcommunity.microsoft.com/t5/s/gxcuf89792/rss/board?board.id=Windows-ITPro-blog,Windows
